1. 風量 | Air volume
27. 外形尺寸 | DIMENSION
28. 重量 | WEIGHT
29. 風速 | AIRSPEED
30. 風量 | AIRFLOW
31. 出風口尺寸 | OUTLETDIMENSION
32. 進風口尺寸 | INLETDIMENSION
33. 噪音 | NOISE
34. 遙控器類型 | REMOTECONTROLTYPE
35. 濾網類型 | FILTERTYPE
36. 安裝方式 | INSTALLATIONTYPE
37. 銅管規格 | COPPERPIPESIZE
38. 排水管規格 | DRAINPIPESIZE
39. 電線規格 | POWERCORDTYPE
40. 冷卻水流量 | CHILLEDWATERFLOW
41. 冷卻水溫差 | CHILLEDWATERTEMPERATUREDIFFERENCE
42. 冷凝水流量 | CONDENSATEFLOW
43. 冷凝水溫差 | CONDENSATETEMPERATUREDIFFERENCE
44. 馬達功率 | MOTORMOTORPOWER
45. 馬達電壓 | MOTORMOTORVOLTAGE
46. 馬達電流 | MOTORMOTORCURRENT
47. 馬達頻率 | MOTORMOTORFREQUENCY
48. 馬達類型 | MOTORMOTORTYPE
49. 馬達速度 | MOTORMOTORSPEED
50. 馬達外徑 | MOTORMOUTERSIZE
1. 能量消耗 | Energy Consumption
2. 功率 | Power
3. 氣流 | Airflow
4. 能效比 | Energy Efficiency Ratio (EER)
5. 暖氣輸出 | Heating Output
6. 冷氣輸出 | Cooling Output
7. 冷媒 | Refrigerant
8. 運轉電壓 | Operating Voltage
9. 運轉頻率 | Operating Frequency
10. 溫度範圍 | Temperature Range
11. 風扇速度 | Fan Speed
12. 鰭片 | Fins
13. 熱交換器 | Heat Exchanger
14. 除濕率 | Dehumidification Rate
15. 噪音 | Noise
16. 能源之星評級 | Energy Star Rating
21. 雙轉子壓縮機 | Twin Rotary Compressor
22. 變速壓縮機 | Variable Speed Compressor
24. 自动重启 | Auto Restart
25. 自我診斷 | Self-Diagnosis
26. 遙控功能 | Remote Control
27. 定時器 | Timer
28. 防凍保護 | Anti-Freeze Protection
29. 除霉功能 | Anti-Mold Function
30. 冷卻模式 | Cool Mode
31. 除濕模式 | Dry Mode
32. 送風模式 | Fan Mode
33. 自動模式 | Auto Mode
34. 睡眠模式 | Sleep Mode
35. 室內機 | Indoor Unit
36. 室外機 | Outdoor Unit
37. 分體式 | Split Type
38. 壁掛式 | Wall-Mounted Type
39. 吊隱式 | Ceiling-Mounted Type
40. 落地式 | Floor-Standing Type
41. 管線安裝 | Piping Installation
42. 電路安裝 | Electrical Installation
43. 檢修 | Maintenance
44. 保養 | Servicing
45. 使用壽命 | Service Life
46. 安裝手冊 | Installation Manual
47. 使用說明書 | User Manual
48. 故障排除 | Troubleshooting
49. 規格表 | Specification
50. 型錄 | Catalog
1. 防火阻絕 | Fire Retardant
2. 空調系統概述 | Air Conditioning System Overview
3. 電焊作業安全注意事項 | Welding Safety Precautions
4. 機械基本材料及施工方法 | Basic Mechanical Materials and Construction Methods
5. 機械噪音、振動及地震防制 | Mechanical Noise, Vibration, and Earthquake Protection
6. 消音器 | Silencer
7. 防振接頭 | Anti-vibration Joint
8. 空調用保溫 | Insulation for Air Conditioning
9. 管材 | Pipes
10. 閥 | Valves
11. 空調用泵 | Air Conditioning Pump
12. 水化學處理 | Water Treatment
13. 不銹鋼伸縮接頭 | Stainless Steel Expansion Joint
14. 離心式冰水機組 | Centrifugal Chiller
15. 氣冷式冷熱水機組 | Air-cooled Chilled and Hot Water System
16. 冷卻水塔 | Cooling Tower
17. 空氣調節箱 | Air Handling Unit
18. 室內冷暖風機 | Indoor Cooling and Heating Fan
19. 分離式空調機組 | Split Air Conditioning System
20. 全熱交換器 | Total Heat Exchanger
21. 風管 | Ducts
22. 風管附屬設備 | Duct Accessories
23. 離心式風機 | Centrifugal Fan
24. 空調系統監視及控制設備 | Air Conditioning System Monitoring and Control Equipment
25. 測試、調整及平衡 | Testing, Adjusting, and Balancing
26. 變頻器 | Inverter
27. 品質管理計畫書 | Quality Control Plan
28. 施工計畫 | Construction Plan
29. 施工製造圖 | Shop Drawings
30. 工作圖 | Working Drawings
31. 產品及廠商資料 | Product and Manufacturer Information
32. 樣品 | Samples
33. 尺寸 | Dimension
34. 規格 | Specification
35. 型號 | Model
36. 品牌 | Brand
37. 容量 | Capacity
38. 功率 | Power
39. 效率 | Efficiency
40. 噪音 | Noise
41. 振動 | Vibration
42. 溫度 | Temperature
43. 壓力 | Pressure
44. 流量 | Flow Rate
45. 材質 | Material
46. 表面處理 | Surface Treatment
47. 安裝方式 | Installation Method
48. 維護保養 | Maintenance and Service
49. 故障排除 | Troubleshooting
50. 保固期限 | Warranty Period
1. 適用之規範章節編號 | Applicable code section number
2. 適用之標準 | Applicable standards
3. 契約設計圖說及規範相異處 | Deviations from contract design drawings and specifications
4. 承包商簽章證明 | Contractor's certification
5. 空間尺度相配合 | Compatible with intended space dimensions
6. 除另有特別標示者外 | Unless otherwise indicated
7. 除另有特別標示者外 | Unless otherwise indicated
8. 完整之材料明細表 | Complete bill of materials
9. 製造廠商之圖說 | Manufacturer's drawings
10. 佈線及控制示意圖 | Wiring and control diagrams
11. 適用之部分型錄或全套型錄 | Applicable partial catalogs or complete catalogs
12. 性能及測試數據 | Performance and test data
14. 界面 | Interface
15. 未蓋章之施工製造圖 | Unapproved shop drawings
16. 核對及彙整界面 | Check and coordinate interfaces
18. 不完整之送審資料 | Incomplete submittals
19. 樣品 | Samples
20. 裝配/製造或施工單項工作 | Assembly/fabrication or installation of individual work items
21. 日曆天 | Calendar days
22. 與契約規定不符事項 | Deviations from contract requirements
23. 影響不致改變契約價格或時程 | Impacts do not change the contract price or schedule
24. 電腦圖檔媒體 | Reproducible electronic media
25. 第二原圖 | Second original
26. 施工製造圖 | Shop drawings
27. 工作圖 | Field drawings
28. 標準示意圖 | Standard manufacturer's schematics
29. 適用之資料 | Applicable data
32. 附屬裝置 | Associated equipment
33. 標準規範各章之規定 | Requirements of individual chapters of the standard specification
34. 臨時性結構 | Temporary structures
35. 臨時性擋土設施 | Temporary shoring
36. 開挖支撐 | Excavation support
37. 地下水控制系統 | Groundwater control systems
38. 模板 | Formwork
39. 施工架 | Scaffolding
40. 可複製之工作圖電腦圖檔媒體 | Reproducible field drawing electronic media
41. 精清晰之副本 | Clear copies
42. 計算書或其它充分之資料 | Calculations or other supporting data
43. 使用方式 | Usage
1. 品質管理 | Quality Control
2. 品質目標 | Quality Objectives
3. 施工要領 | Construction Procedures
4. 施工品質管理標準 | Construction Quality Control Standards
5. 檢驗程序 | Inspection Procedures
6. 自主施工檢查表 | Self-Inspection Checklists
7. 工藝水準 | Workmanship Quality
8. 製造商說明書 | Manufacturer's Instructions
9. 製造商證明書 | Manufacturer's Certificates
10. 製造商報告書 | Manufacturer's Reports
11. 現場服務 | On-Site Services
12. 實驗室服務 | Laboratory Services
13. 品管組織 | Quality Control Organization
14. 品管計畫 | Quality Control Plan
15. 品管主管 | Quality Control Manager
16. 試驗程序 | Testing Procedures
17. 品管作業檔案 | Quality Control Records
18. 品質鑑定 | Quality Assurance
19. 產品製程階段 | Production Process Phase
20. 產品設計 | Product Design
21. 產品試製 | Product Prototyping
22. 產品製造 | Product Manufacturing
23. 運交工地 | Delivery to Site
24. 產品品質 | Product Quality
25. 施工製程階段 | Construction Process Phase
26. 工地施工 | On-Site Construction
27. 資料分析 | Data Analysis
28. 控制圖 | Control Charts
29. 行政院公共工程委員會 | Public Construction Commission
30. 公共工程施工品質管理制度 | Public Construction Quality Management System
31. 工藝水準 | Workmanship Standards
32. 固定裝置 | Anchorages
33. 應力 | Stress
34. 振動 | Vibration
35. 拉扯 | Tension
36. 使用規定狀況 | Operating Conditions
37. 外觀要求 | Aesthetic Requirements
38. 製造商說明書 | Manufacturer's Manuals
39. 施工順序 | Construction Sequence
40. 產業標準 | Industry Standards
41. 許可差 | Allowable Tolerances
42. 特別規定 | Special Provisions
43. 核可 | Approval
44. 超過 | Overruns
45. 減少 | Underruns
46. 工作評量 | Work Measurement
47. 單價 | Unit Price
48. 費用清單 | Bill of Quantities
49. 成本控制 | Cost Control
50. 預算 | Budget
1. 投標圖說 | Bidding drawings
2. 現場服務 | Field service
3. 測試服務 | Testing services
4. 檢驗 | Inspection
5. 取樣 | Sampling
6. 測試報告 | Test reports
8. 頻率 | Frequency
9. 材料商之測試報告 | Material supplier's test reports
10. 製造商證明書 | Manufacturer's certificate
11. 測試報告原稿或正本 | Original or original test report
12. 承諾書 | Undertaking
13. 測試機構名稱及地址 | Name and address of the testing body
14. 契約名稱及編號 | Contract name and number
15. 產品內容 | Product content
16. 製造商名稱 | Manufacturer's name
17. 產品廠牌名稱 | Product brand name
18. 型號 | Model number
19. 產地 | Place of origin
20. 測試日期 | Test date
21. 產品數量 | Product quantity
22. 契約圖號及規範章節號碼 | Contract drawing number and specification section number
23. 竣工驗收 | Final acceptance
24. 批次 | Batch
25. 計量 | Measurement
26. 計價 | Pricing
27. 動力 | Power
28. 運輸 | Transportation
29. 溫溼度 | Temperature and humidity
32. 測試儀器之校正報告影本 | Copy of calibration report of the testing instrument
33. 檢驗、測試及取樣報告 | Inspection, testing, and sampling reports
34. 廠商資歷 | Contractor qualifications
35. 高級工業學校 | Senior Industrial School
39. 檢驗及取樣日期 | Date of inspection and sampling
40. 提送日期 | Date of submission
42. 測試標準 | Test standard
43. 規範章節 | Specification section
44. 產品名稱及規範章節 | Product name and specification section
45. 產品於工程中之位置所在 | Location of the product in the project
47. 規範 | Specifications
48. 標準 | Standard
49. 契約 | Contract
50. 合格人員 | Qualified personnel
1. 防火泥 | Fire-resistant mortar
2. 防火填縫劑 | Fire-resistant joint sealants
3. 耐燃性 | Fire resistance
4. 耐火時效 | Fire-resistance rating
5. 遮焰級 | Flame spread rating
6. 貫穿開孔 | Penetration opening
7. 驗收標準 | Acceptance criteria
8. 表面燃燒試驗 | Surface burning test
9. 耐火牆 | Fire-resistant wall
10. 耐火等級 | Fire-resistance level
11. 防火牆 | Firewall
12. 防火分間牆 | Fire-rated partition
13. 美國材料試驗協會 | American Society for Testing and Materials (ASTM)
15. 建築物防火區劃貫穿部耐火試驗法 | Test Method for Fire Resistance of Penetration Firestops
16. 中華民國國家標準 | Chinese National Standard (CNS)
18. 認可通知書 | Certificate of Approval
19. 牆板 | Wallboard
20. 石棉 | Asbestos
21. 可燃性揮發溶劑 | Flammable volatile solvents
22. 有毒成份 | Toxic ingredients
23. 原廠 | Original Equipment Manufacturer (OEM)
24. 代理證明文件 | Dealer Certification
25. 原廠施工授權書 | OEM Authorization Letter
26. 原廠材料保險證明單 | OEM Warranty Certificate
27. 隔音值 | Sound Transmission Class (STC)
28. 火焰擴散及發煙率指數 | Flame Spread Index and Smoke Developed Index
29. 責任施工 | Performance-based Construction
30. 抽樣 | Sampling
31. 材質試驗 | Material Testing
32. 出廠 | Factory
33. 出廠證明文件 | Factory Certificate
34. 搬運吊裝 | Handling and Rigging
35. 吊裝 | Hoisting
36. 儲存 | Storage
37. 污損 | Damage
38. 變質 | Deterioration
39. 丙烯酸酯類填縫劑 | Acrylic Caulk
40. 矽酮類填縫劑 | Silicone Sealant
41. 岩棉 | Rock Wool
42. 陶瓷纖維棉 | Ceramic Fiber
43. 礦纖防火板 | Mineral Fiber Firestop Board
44. 包覆毯 | Wrap Blanket
45. 膨脹型阻火發泡劑 | Intumescent Firestopping Foam
46. 耐振動 | Vibration Resistance
47. 耐位移 | Displacement Tolerance
48. 彈性 | Elasticity
49. 龜裂 | Cracking
50. 貫穿部 | Penetration
1. 空調主機 | Air Handling Unit (AHU)
2. 中央空調主機 | Central Air Handling Unit (CAHU)
3. 冷卻水塔 | Cooling Tower
4. 泵浦 | Pump
5. 室內冷風機 | Indoor Fan Coil Unit (FCU)
6. 風機 | Fan
7. 消音箱 | Silencer
8. 熱交換器 | Heat Exchanger
9. 閥 | Valve
10. 自動監視控制系統 | Automatic Monitoring and Control System (AMCS)
11. 吊架 | Bracket
12. 支座 | Support
13. 基座 | Foundation
14. 避震基座 | Vibration Isolator
15. 水管吊掛 | Piping Suspension
16. 風管吊掛 | Duct Suspension
17. 控制設備 | Control Device
18. 空調系統 | Air Conditioning System
19. 管路伸縮接頭 | Expansion Joint
20. 錨錠 | Anchor Bolt
21. 導管 | Conduit
22. 套管 | Sleeve
23. 開孔 | Opening
24. 施工製造圖 | Shop Drawing
25. 設備按裝 | Equipment Installation
26. 機器按裝施工製造圖 | Equipment Installation Shop Drawing
27. 控制設備及線路按裝、配置圖 | Control Equipment and Wiring Installation and Layout Drawing
29. 空調系統控制盤製作按裝及配置圖 | Air Conditioning System Control Panel Fabrication, Installation and Layout Drawing
30. 保溫材料 | Insulation Material
31. 控制管料 | Control Pipe
32. 吊掛件 | Hanger
34. 加錨錠並須灌漿 | Anchoring and Grouting
37. 足以阻礙工程進行已裝設部份 | Existing Installed Parts that Hinder Project Progress
38. 暫時移置 | Temporary Relocation
39. 竣工後修復原狀 | Restoration of Original Condition after Completion
40. 檢查工作 | Inspection Work
41. 電源、電壓、絕緣及設備線路 | Power, Voltage, Insulation and Equipment Wiring
42. 設備之轉動 | Equipment Rotation
44. 滑動 | Sliding
47. 自動控制及儀表之動作 | Operation of Automatic Control and Instrumentation
50. 售後服務與零件供應保證書 | After-sales Service and Spare Parts Supply Warranty
1. 控制盤 | Control Panel
2. 補給水源 | Water Supply
3. 閥件 | Valve
4. 控制管線路 | Control Pipe
5. 自動控制管線 | Automatic Control Pipe
6. 減壓閥 | Pressure Relief Valve
7. 手動釋氣閥 | Manual Bleed Valve
8. 自動釋氣閥 | Automatic Bleed Valve
9. 排水閥 | Drain Valve
11. 清潔口 | Clean-out
12. 吊架 | Hanger
13. 伸縮接頭 | Expansion Joint
14. 膨脹管 | Expansion Pipe
15. 錨錠 | Anchor Bolt
16. 導管 | Conduit
17. 支座 | Support
18. 角鐵吊架 | Angle Iron Hanger
19. 避震吊架 | Vibration Isolator Hanger
20. 低速風管 | Low-Velocity Duct
21. 順風片 | Turning Vane
22. 防火閘門 | Fire Damper
23. 防火防煙閘門 | Fire and Smoke Damper
24. 測孔 | Duct Test Hole
25. 導風片 | Air Deflector
26. 軟接頭 | Flexible Connection
27. 保溫材 | Insulation Material
28. 水泥基礎 | Concrete Foundation
29. 維護保養空間 | Maintenance and Service Space
30. 過濾器 | Filter
31. 泵浦台 | Pump Platform
32. 排水溝 | Drain Channel
33. 防蟲網 | Insect Screen
34. 冷卻管 | Chilled Water Pipe
35. 排氣管 | Exhaust Pipe
36. 新鮮空氣管 | Fresh Air Duct
37. 進氣管 | Make-up Air Duct
38. 回油泵 | Oil Return Pump
39. 預冷器 | Pre-Cooler
40. 空氣處理機組 | Air Handler Unit
41. 冷卻塔 | Cooling Tower
42. 散熱器 | Heat Exchanger
43. 膨脹閥 | Expansion Valve
44. 蒸發器 | Evaporator
45. 縮壓機 | Compressor
46. 冷凝器 | Condenser
47. 交流控制器 | AC Controller
48. 溫度控制器 | Temperature Controller
49. 濕度控制器 | Humidity Controller
50. 壓力控制器 | Pressure Controller
1. 開啟 | Open
2. 調整 | Adjust
3. 風量 | Airflow
4. 皮帶輪 | Belt pulley
5. 閘門 | Damper
6. 風口 | Air outlet
7. 流量 | Flow rate
8. 冰水盤 | Chilled water pan
9. 冰水機 | Chilled water machine
10. 水泵 | Water pump
11. 管端 | Pipe end
12. 管塞 | Pipe plug
13. 雜物 | Debris
14. 化學劑 | Chemical agent
15. 控制閥 | Control valve
16. 類別 | Category
17. 流向 | Flow direction
18. 倉儲計劃書 | Warehousing plan
19. 嵌燈 | Downlight
20. 隱藏式空調終端機 | Concealed air conditioning terminal
21. 小型送風機 | Small blower
22. 電氣匯流排 | Electrical busbar
23. 撒水頭系統 | Sprinkler system
24. 壓力管路 | Pressure pipe
25. 控制氣管 | Control air pipe
26. 圖樣記錄 | Drawing record
27. 機械系統 | Mechanical system
28. 旋轉接頭 | Swivel joint
29. 參考廠牌 | Reference brand
30. 設計依據廠牌 | Design reference brand
31. 能量 | Energy
32. 耗電 | Electricity consumption
33. 正值 | Positive value
34. 送審 | Approval for review
35. 大樣 | Mock-up
36. 產品資料 | Product information
37. 樣品 | Sample
38. 進度表 | Progress schedule
39. 配置圖 | Arrangement drawing
40. 協調圖 | Coordination drawing
41. 施工製造圖 | Construction fabrication drawing
42. 運作特性 | Operating characteristics
